Relative_Humidity,Precipitation_mm_hr,streamflow_cfs,Soil_mm,Evapotranspiration_mm_hr
44.66,0.0,0.0168019340213458,104.6,0.0122935960149056
36.56,0.0,0.0167022784221682,104.6,0.0145526205633798
33.62,0.0,0.0167222095420037,105.0,0.016784892031474
33.12,0.0,0.0166424850626616,104.7,0.0173194108285275
30.54,0.0,0.0166424850626616,104.4,0.0153120267735752
37.13,0.0,0.0166823473023327,104.6,0.0060752019453604
38.77,0.0,0.0166624161824971,104.4,0.001828831823227
42.78,0.0,0.0165826917031551,104.8,0.0007584670982389
53.28,0.0,0.0164631049841419,104.7,0.0003155950326471
69.68,0.0,0.0163235871452933,104.5,0.0001217842149184
70.02,0.0,0.0162239315461156,105.1,0.0001147038969199
70.93,0.0,0.016084413707267,104.6,0.0001094976656544
71.86,0.0,0.0160046892279249,104.6,9.66173381335888e-05
68.48,0.0,0.0160046892279249,104.5,0.0001121295344667
72.84,0.0,0.0158651713890762,104.5,9.24381106322477e-05
73.61,0.0,0.0158452402692407,104.7,9.08300983420008e-05
71.91,0.0,0.0157455846700631,104.4,9.57656400048053e-05
70.9,0.0,0.0157455846700631,104.3,9.18930046853417e-05
73.55,0.0,0.01562599795105,104.4,8.0576939136794e-05
73.56,0.0,0.01562599795105,104.3,7.71687181309109e-05
69.36,0.0,0.0155662045915434,104.3,0.0002255620203149
73.25,0.0,0.0155263423518723,104.3,0.0013900065323176
45.82,0.0,0.0154466178725302,104.4,0.0039845680509437
36.66,0.0,0.0154067556328592,104.3,0.0101811442952926
31.92,0.0,0.0153668933931882,104.5,0.0126869344042179
33.11,0.0,0.0153469622733526,104.3,0.0175666628534581
26.86,0.0,0.0153270311535171,104.3,0.0197129102032656
28.1,0.0,0.0156060668312144,104.3,0.0199802924755049
25.88,0.0,0.0162239315461156,104.3,0.0178700656188789
29.32,0.0,0.0166424850626616,104.3,0.0073298918552916
32.46,0.0,0.0169215207403589,104.3,0.0038732139391956
31.84,0.0,0.0171407630585497,104.0,0.0022781759101855
41.82,0.0,0.017379936496576,104.1,0.0005797580188151
37.96,0.0,0.0171606941783852,104.0,0.0003292683013811
55.09,0.0,0.0170211763395366,104.3,0.000224516384042
62.49,0.0,0.0168816585006879,104.1,0.0001807234965545
66.54,0.0,0.0167022784221682,104.9,0.0001552035684541
64.42,0.0,0.016502967223813,104.2,0.0001602729768419
61.16,0.0,0.0164431738643064,104.2,0.0001709211693427
62.87,0.0,0.0163036560254577,104.2,0.0001605723864506
61.86,0.0,0.0162837249056222,104.3,0.0001630860498963
63.45,0.0,0.0161840693064446,104.0,0.0001524744189352
57.72,0.0,0.0161043448271025,104.2,0.000187191502042
62.77,0.0,0.0160046892279249,104.0,0.0001515102618748
58.42,0.0,0.0158452402692407,103.9,0.0002786613614326
61.79,0.0,0.0158053780295697,104.0,0.0015332635989037
28.66,0.0,0.0157854469097341,104.2,0.0075585546048526
34.7,0.0,0.0157854469097341,104.0,0.0126964229099811
37.31,0.0,0.015705722430392,104.1,0.0183318139145598
49.54,0.0,0.01562599795105,104.0,0.0081544106866425
57.95,0.0,0.0159448958684183,104.0,0.0092656313047908
67.54,0.0,0.0163833805047998,104.0,0.0067395155290261
90.6,0.0,0.0169215207403589,104.4,0.0045155563266214
95.9,0.0,0.0174596609759181,104.0,0.0019494320064853
97.9,0.0,0.0179978012114772,103.8,0.0023160121679897
100.0,0.0,0.0183964236081876,104.1,0.0004700246258086
100.0,0.0,0.0186555281660494,104.0,7.83475417382523e-05
100.0,0.0,0.0186953904057205,103.8,0.0
100.0,0.0,0.0187751148850626,103.8,0.0
100.0,0.0,0.018755183765227,103.8,0.0
100.0,0.0,0.0186953904057205,104.0,0.0
100.0,0.0,0.0186953904057205,104.0,0.0
100.0,0.0,0.0186555281660494,104.0,0.0
100.0,0.0,0.0186355970462139,104.0,0.0
100.0,0.0,0.0185758036867073,103.5,0.0
100.0,0.0,0.0185558725668718,104.2,0.0
100.0,0.0,0.0185160103272008,103.8,0.0
100.0,0.0,0.0184362858478587,103.9,0.0
100.0,0.0,0.0184562169676942,103.9,0.000159500940635
100.0,0.0,0.0184163547280232,103.9,0.0012277821826128
100.0,0.0,0.0183565613685166,104.0,0.005262146227582
96.7,0.0,0.0185957348065429,104.0,0.0034026828783805
100.0,0.0,0.0189146327239112,104.0,0.0017127764461302
99.8,0.254,0.019173737281773,103.9,0.0020097916612515
100.0,0.508,0.0196122219181545,103.8,0.0018524999346623
100.0,1.016,0.0205888467900952,103.5,0.0025492041997358
100.0,0.0,0.0223029230959501,103.7,0.0030071732166792
100.0,0.0,0.0244754151580221,103.8,0.0036653556706175
100.0,1.778,0.0276046009721992,103.9,0.000972031773972
100.0,1.016,0.033962628199731,104.0,0.0008514621909278
100.0,1.524,0.0436890146794662,103.9,3.81884401089166e-05
100.0,0.762,0.0548305106675235,103.8,0.0
100.0,0.0,0.0629225453207458,103.8,0.0
100.0,0.0,0.0664503535316334,103.6,0.0
100.0,0.0,0.0675266340027516,104.0,0.0
100.0,0.762,0.0685032588746922,104.1,0.0
100.0,0.254,0.0707355442962708,104.1,0.0
100.0,0.254,0.0729279674781783,104.5,0.0
100.0,0.254,0.0744228014658425,104.6,0.0
100.0,1.27,0.0776915051188683,104.7,0.0
100.0,1.27,0.0851656750571893,104.4,0.0
100.0,3.048,0.10158891780166,105.0,0.0
100.0,1.778,0.139378321009812,105.3,2.62887819865402e-05
100.0,0.508,0.161940348663624,105.6,0.0003940754378667
100.0,0.762,0.165567812473689,105.5,0.0010792735426295
100.0,0.254,0.168298375891155,105.9,0.0033426847826984
100.0,0.0,0.171168457147471,106.3,0.0034439060453174
96.1,0.0,0.170849559230102,106.7,0.005680493761549
97.0,0.0,0.168637204928359,106.8,0.0036971780354224
95.1,0.0,0.1629369046554,107.1,0.0033117716181884
95.1,0.0,0.156359635109677,107.2,0.0036748547814978
92.2,0.0,0.1532304492955,107.5,0.0077188526267887
94.4,0.0,0.150081332361487,107.6,0.002546639073039
97.6,0.0,0.145836003836521,108.3,0.0008840537947106
99.6,0.0,0.141411295233035,107.9,8.05939029366089e-05
99.6,0.0,0.136528170873332,107.7,2.34918993995697e-06
100.0,0.508,0.132402429067379,108.0,0.0
100.0,0.762,0.131366010835931,108.2,0.0
99.9,0.254,0.131924082191326,108.1,7.00798701442095e-07
96.4,0.0,0.132741258104583,108.2,2.59738416038851e-05
95.0,0.0,0.130947457319385,108.2,3.39759269307123e-05
80.4,0.0,0.127120682310965,108.2,0.0001292096178159
87.7,0.0,0.122416938029782,108.0,7.86979994940641e-05
83.3,0.0,0.116915948955177,108.2,0.0001056119909548
80.0,0.0,0.111594339959093,108.2,0.0001257480157278
79.84,0.0,0.10671121559939,108.2,0.0001248485187501
81.8,0.0,0.101848022359522,108.1,0.0003040607486884
79.75,0.0,0.097503038235378,108.3,0.0012144617385268
78.71,0.0,0.09357660762778,108.2,0.0026964489427699
77.98,0.0,0.090108592776399,108.2,0.00313150196366
74.27,0.0,0.0874178915986034,108.1,0.0039082696129184
61.28,0.0,0.0839299456273869,108.1,0.0071906353949786
51.03,0.0,0.0810598643710716,108.2,0.011148625248223
44.95,0.0,0.0788275789494931,108.0,0.0151910984657347
48.0,0.0,0.0776317117593617,107.9,0.0131522685950527
53.96,0.0,0.0779904719164011,108.5,0.0081261028590136
56.34,0.0,0.0779506096767301,108.0,0.0045428906570116
54.94,0.0,0.0768543980857763,107.8,0.0021864861390234
57.33,0.0,0.0746819060237043,107.8,0.000535537380108
58.73,0.0,0.0723898272426192,107.7,0.0002888578349746
63.24,0.0,0.0703568530193958,107.7,0.0002349489836987
65.17,0.0,0.0682242231969949,107.6,0.0002207984607396
61.87,0.0,0.0663506979324557,107.5,0.0002407757072425
63.82,0.0,0.0644771726679166,107.7,0.000222324568647
64.91,0.0,0.0628029586017327,107.7,0.0002136191026468
65.51,0.0,0.0610091578165356,107.4,0.0002030880352753
68.23,0.0,0.0594744615892003,107.3,0.0001741913733958
70.53,0.0,0.0579198342420295,107.2,0.0001593077674364
72.73,0.0,0.0563452757750232,107.3,0.0001491517653232
71.33,0.0,0.0549500973865366,107.3,0.0001527544942827
73.2,0.0,0.0536944368368987,107.1,0.0003088091836192
64.62,0.0,0.0523391206880831,107.0,0.0033760595530955
58.59,0.0,0.0512429090971294,107.0,0.0108087660355374
50.64,0.0,0.0502862153450243,107.2,0.0175882537244615
49.26,0.0,0.0495089016714389,107.0,0.0206637200037303
48.38,0.0,0.0493095904730837,107.0,0.0244876257514379
54.2,0.0,0.0505253887830506,107.0,0.0199384247873068
41.0,0.0,0.0544119571509775,106.9,0.0216349718529461
43.64,0.0,0.060530810940483,106.8,0.0188355619717628
41.59,0.0,0.0652345552216665,107.0,0.0068138255181228
44.34,0.0,0.0671878049655477,106.8,0.0022570735743217
43.3,0.0,0.0670283560068635,106.9,0.0010134758560454
53.66,0.0,0.0657926265770611,106.9,0.0004482430378825
46.93,0.0,0.0640785502712061,106.7,0.0003548608743762
64.06,0.0,0.0620256449281473,106.7,0.0002074477850577
69.12,0.0,0.0600923263041015,106.7,0.0001566548633355
61.92,0.0,0.0582387321593979,107.1,0.0001754204084818
70.4,0.0,0.0563452757750232,107.1,0.0001401257071786
71.67,0.0,0.0547707173080169,107.1,0.0001342145658703
63.15,0.0,0.0533157455600238,106.7,0.000173227479039
72.33,0.0,0.0518807049318661,106.5,0.0001343783713149
65.68,0.0,0.0506449755020637,106.6,0.000179354823973
53.82,0.0,0.0493095904730837,106.6,0.0002526444205253
59.78,0.0,0.0481137232829523,106.5,0.0002198766132829
63.86,0.0,0.0470374428118341,106.5,0.0003262582290224
65.89,0.0,0.0458415756217027,106.6,0.0022837979344256
60.37,0.0,0.0451240553076238,106.4,0.0039959689018257
50.03,0.0,0.0443268105142029,106.4,0.008909414956848
46.99,0.0,0.0436491524397951,106.4,0.0177150502927622
48.8,0.0,0.043111012204236,106.6,0.0168252246728345
44.24,0.0,0.0427123898075256,106.6,0.019046348066719
38.49,0.0,0.0434697723612754,106.4,0.0222973761101618
41.3,0.0,0.0462003357787421,106.0,0.0170204598597658
39.38,0.0,0.0508442867004189,106.4,0.007919403227519
41.38,0.0,0.0537143679567342,106.4,0.0028615854553379
41.65,0.0,0.0545315438699907,106.2,0.0011995718852728
57.2,0.0,0.0541129903534447,106.5,0.0005171379902372
73.94,0.0,0.0533157455600238,106.2,0.0001634925752749
75.59,0.0,0.0522394650889055,106.1,0.0001512977332155
72.72,0.0,0.0510037356591031,106.1,0.0001651879065785
68.06,0.0,0.0497680062293007,106.9,0.0001963080281438
63.29,0.0,0.0485522079193338,105.9,0.0002425705487129
78.06,0.0,0.0474360652085445,105.9,0.000123136720948
78.14,0.0,0.0463199224977552,105.8,0.0001203100594846
84.0,0.0,0.0453233665059791,106.1,8.09790732875113e-05
83.0,0.0,0.044406534993545,106.1,8.90379116259323e-05
80.6,0.0,0.0435893590802886,105.9,9.30967499551524e-05
82.7,0.0,0.0427522520471966,106.1,9.23712466522262e-05
80.2,0.0,0.0419749383736112,106.1,0.0004552060914269
83.8,0.0,0.0412574180595324,106.0,0.0012340428275643
54.91,0.0,0.0407990023033154,106.1,0.0050239682755094
53.7,0.0,0.0401412753487431,106.3,0.0089110656976822
53.73,0.0,0.0397027907123616,106.0,0.0137821751372366
51.51,0.0,0.0399618952702234,105.9,0.0237908708501805
48.0,0.0,0.0430910810844005,105.8,0.0185492363153755
38.19,0.0,0.0512030468574583,105.9,0.0255233618434471
39.1,0.0,0.0615074358124237,106.1,0.0240106224738173
40.9,0.0,0.0704565086185734,105.9,0.0128657332047367
43.81,0.0,0.0762564644907106,105.8,0.0085542812759102
48.7,0.0,0.0780701963957432,106.3,0.0026118679923328
70.91,0.0,0.0771932271229802,106.1,0.0005252582591096
72.47,0.0,0.0751801840195924,106.1,0.0002151153294192
65.38,0.0,0.0728881052385072,106.2,0.0002690797038513
68.18,0.0,0.0706956820565997,106.5,0.0001945190819114
74.54,0.0,0.0683836721556791,106.3,0.0001579214413516
79.69,0.0,0.0663506979324557,106.5,0.0001240361859589
81.5,0.0,0.0642579303497258,106.5,9.31480601233922e-05
82.8,0.0,0.0624441984446932,106.4,9.91026149755866e-05
86.1,0.0,0.0606105354198251,106.7,7.9334172591971e-05
92.0,0.0,0.0588765279941346,106.5,3.99473321182143e-05
91.4,0.0,0.0572023139279507,106.4,4.25704816920579e-05
92.5,0.0,0.0555679621014378,106.7,3.14808091704732e-05
91.5,0.0,0.0541727837129512,106.4,0.000415636003042
83.5,0.0,0.0528971920434778,106.4,0.0032135814517593
71.29,0.0,0.051800980452524,106.4,0.0106341128999087
53.37,0.0,0.0507047688615703,106.7,0.0169913116928862
50.15,0.0,0.0499473863078204,106.7,0.0234322143177328
47.3,0.0,0.0510635290186097,106.4,0.0267082747031903
43.61,0.0,0.055727411060122,106.7,0.0353384671642137
41.44,0.0,0.0633410988372918,106.7,0.0311154803401702
35.38,0.0,0.0724496206021257,106.6,0.0265184651363703
36.87,0.0,0.0790069590280128,106.6,0.0109500961283219
39.7,0.0,0.0811794510900848,106.5,0.0064482795215432
45.08,0.0,0.0807608975735388,106.9,0.0033546495913868
53.91,0.0,0.0788475100693286,106.7,0.0005557347757621
58.69,0.0,0.0764159134493948,106.8,0.0002661522507261
63.54,0.0,0.0738447989906123,106.7,0.0002158057089844
61.92,0.0,0.0714729957301851,107.0,0.0002141612551098
62.67,0.0,0.0690413991102513,106.7,0.0001978863218631
58.88,0.0,0.0668290448085083,106.8,0.0002156705394982
74.14,0.0,0.0648160017051205,106.8,0.0001216891914463
67.62,0.0,0.0629225453207458,106.8,0.000160094342203
78.84,0.0,0.0612084690148908,106.9,9.58342626338306e-05
64.93,0.0,0.0594943927090359,106.8,0.0001245106769698
77.53,0.0,0.0580593520808782,106.8,9.7283771152812e-05
58.09,0.0,0.056564518093214,107.0,0.0002042136570793
53.7,0.0,0.0550696841055498,107.0,0.0007270999473768
53.6,0.0,0.0538738169154184,106.7,0.0023917828950569
56.86,0.0,0.0525583630062739,107.0,0.0037642559599351
53.54,0.0,0.051382426935978,106.9,0.0046001281792228
65.71,0.0,0.0503659398243664,106.8,0.0047362290352363
69.81,0.0,0.0495089016714389,107.0,0.0040736112792517
72.75,0.0,0.0486717946383469,106.9,0.0029728199170648
80.4,0.0,0.0477748942457484,106.7,0.0015712487880659
81.4,0.0,0.0472367540101893,106.8,0.0016427101637068
83.4,0.0,0.0466587515349591,107.0,0.0020717037538687
87.2,0.0,0.0462401980184131,106.9,0.0009257984673104
77.55,0.0,0.0455226777043343,106.9,0.0004706268608694
85.1,0.0,0.0457618511423606,106.7,0.0001390113995342
95.8,0.0,0.0457419200225251,107.1,2.41092880334839e-05
85.1,0.0,0.0446656395514068,106.7,9.20208779369714e-05
99.2,0.0,0.0444264661133805,106.7,4.57351454009353e-06
97.9,0.0,0.0435893590802886,106.7,1.1873349575512e-05
100.0,0.0,0.0431508744439071,106.7,0.0
95.1,0.0,0.0419550072537757,106.7,2.83341733510318e-05
89.0,0.0,0.0412574180595324,106.6,2.83341733510318e-05
97.4,0.0,0.0416560404562429,106.7,2.83341733510318e-05
99.9,0.0,0.0416560404562429,107.0,2.83341733510318e-05
100.0,0.0,0.0414168670182166,106.4,2.83341733510318e-05
98.5,0.0,0.0406993467041378,106.4,2.83341733510318e-05
94.3,0.0,0.0397227218321971,106.6,2.83341733510318e-05
88.2,0.0,0.0389653392784473,106.3,2.83341733510318e-05
85.8,0.0,0.0381880256048619,106.8,2.83341733510318e-05
79.55,0.0,0.0377296098486449,106.4,2.83341733510318e-05
77.41,0.0,0.0375302986502896,106.4,2.83341733510318e-05
86.9,0.0,0.0371914696130857,106.4,2.83341733510318e-05
95.1,0.0,0.0369323650552239,106.2,2.83341733510318e-05
97.0,0.0,0.0367928472163753,106.4,2.83341733510318e-05
92.7,0.0,0.0361749825014741,106.3,0.0030652714897594
88.0,0.0,0.0356169111460794,106.4,0.003879232335287
87.8,0.0,0.0350787709105203,106.7,0.002046119700909
92.5,0.0,0.0346004240344678,106.1,0.0008504883131185
88.4,0.0,0.0341619393980862,106.3,0.0002066493398405
89.7,0.0,0.0337633170013758,106.1,5.19464838855549e-05
92.4,0.0,0.0332650390054877,105.9,3.42409475627108e-05
96.6,0.0,0.0330059344476259,106.3,1.55933234009837e-05
94.7,0.0,0.0327667610095997,106.3,2.51430586597332e-05
93.9,0.0,0.0323482074930537,106.3,2.78163619857712e-05
92.5,0.0,0.0320492406955208,106.3,3.26230373802868e-05
92.8,0.0,0.0317104116583169,105.9,2.44979019356852e-05
97.9,0.0,0.0315111004599617,106.3,7.59868586557486e-06
99.1,0.0,0.0313516515012775,106.1,2.9465986425808e-06
99.4,0.0,0.0309330979847315,105.9,5.52818900864487e-07
99.8,0.0,0.0306142000673632,106.0,4.33429104110603e-07
96.7,0.0,0.0303750266293369,105.9,0.0001119220876209
93.9,0.0,0.030036197592133,105.9,0.000890036924562
82.6,0.0,0.0297172996747646,106.3,0.003735111566017
77.25,0.0,0.0294382639970673,105.8,0.0053892620407924
71.48,0.0,0.0294382639970673,105.9,0.0096307378331952
73.26,0.0,0.0293585395177252,105.8,0.0073373247277109
63.81,0.0,0.0293186772780542,105.8,0.0099825597405076
70.18,0.0,0.029577781835916,106.2,0.0108705049200645
72.65,0.0,0.0296375751954226,105.8,0.0074415156339968
77.46,0.0,0.0296973685549291,105.6,0.0052845969488648
82.0,0.0,0.0295977129557515,105.7,0.0026032046083244
86.0,0.0,0.0294781262367384,106.1,0.001253727466446
90.6,0.0,0.0293186772780542,105.6,0.0003959792061864
89.5,0.0,0.0290795038400279,105.7,6.38236475162635e-05
91.8,0.0,0.0288403304020016,105.7,4.84026837222531e-05
92.8,0.0,0.0285812258441398,105.5,4.01313096786754e-05
92.9,0.0,0.0282623279267715,105.9,3.9054762608776e-05
94.7,0.0,0.0280430856085807,105.8,2.86173761022795e-05
92.0,0.0,0.0277839810507189,105.8,4.1152525287706e-05
92.6,0.0,0.0274850142531861,105.7,3.7916546897346e-05
92.1,0.0,0.0272857030548309,105.6,3.93818913773884e-05
90.3,0.0,0.0268671495382849,105.5,4.99338731114104e-05
90.7,0.0,0.0266877694597652,105.6,4.78161119701077e-05
91.2,0.0,0.0264485960217389,105.5,4.43461321380285e-05
90.0,0.0,0.0262492848233837,105.7,0.0005839390711892
87.9,0.0,0.0259503180258508,105.5,0.0023688155154945
81.3,0.0,0.0258506624266732,105.5,0.0036377196243821
78.8,0.0,0.0256114889886469,105.5,0.0046596725871301
79.16,0.0,0.0255317645093048,105.5,0.0051300662090596
74.09,0.0,0.0254520400299627,105.5,0.0072042319890384
63.45,0.0,0.0255317645093048,105.6,0.0180295219498555
60.39,0.0,0.026069904744864,105.7,0.0152910632654597
73.74,0.0,0.0263888026622323,105.5,0.0100220599447067
75.1,0.0,0.0268671495382849,105.3,0.0088408267223943
83.5,0.0,0.0272657719349953,105.5,0.0033119108124876
87.0,0.0,0.0274252208936795,105.4,0.001767767064739
90.4,0.0,0.0274850142531861,105.4,0.0004987832800654
89.5,0.0,0.0272059785754888,105.4,6.06171994590611e-05
91.7,0.0,0.0270265984969691,106.0,4.46366812863033e-05
90.7,0.0,0.0267874250589428,105.4,4.99270133471655e-05
92.3,0.0,0.0264485960217389,105.4,3.8391744730885e-05
92.4,0.0,0.0263090781828902,105.2,3.40185815681732e-05
90.9,0.0,0.0258905246663442,105.2,4.30156255354429e-05
92.9,0.0,0.0256114889886469,105.2,3.51151552539501e-05
87.5,0.0,0.0253922466704562,105.4,4.78468466515987e-05
92.3,0.0,0.0251331421125944,105.6,3.2941663991191e-05
88.4,0.0,0.0249736931539102,105.5,5.38568852211262e-05
89.6,0.0,0.0246547952365418,105.2,5.20978997199171e-05
89.9,0.0,0.0244953462778576,105.2,0.0005475356195267
85.5,0.0,0.0243159661993379,105.2,0.0029695856542514
78.35,0.0,0.0240568616414761,105.8,0.0065215692284996
70.57,0.0,0.0240568616414761,105.3,0.0118249586836355
60.62,0.0,0.0242163106001603,105.4,0.0206869677871312
60.44,0.0,0.0258108001870022,105.2,0.0249224967463593
57.86,0.0,0.0319296539765077,105.2,0.028328767852209
46.76,0.0,0.0451240553076238,105.3,0.0308825254683799
48.52,0.0,0.0581789387998913,105.2,0.0262816213255271
49.52,0.0,0.0667692514490017,105.2,0.0135804425701937
45.26,0.0,0.0696194015854815,105.1,0.0031198286674312
45.75,0.0,0.0684833277548567,104.9,0.0014827986884294
57.71,0.0,0.0657926265770611,105.2,0.0005712883104175
53.11,0.0,0.062205025006667,105.2,0.0003424829819867
54.08,0.0,0.0586772167957794,105.2,0.0003180247280244
64.81,0.0,0.0559267222584773,104.9,0.0002283825682132
71.59,0.0,0.0532360210806817,104.8,0.0001773431017693
71.21,0.0,0.0508642178202544,104.9,0.0001828795613674
78.79,0.0,0.0488113124771956,104.9,0.0001273182923033
82.0,0.0,0.0469178560928209,104.7,0.0001071783429229
73.13,0.0,0.0453831598654856,105.1,0.0001847389928238
71.72,0.0,0.0438683947579859,104.9,0.000204884538169
81.0,0.0,0.0425529408488414,105.1,0.0001162074559075
82.8,0.0,0.0414567292578876,104.9,0.0001075559518531
81.3,0.0,0.0402010687082497,104.7,0.0004940430881749
56.84,0.0,0.0393041683156512,105.1,0.0059685209752908
40.12,0.0,0.0384072679230526,105.1,0.017644292880134
35.52,0.0,0.0376698164891383,104.9,0.0267417851474339
31.01,0.0,0.0382079567246974,104.9,0.0344030729597683
31.62,0.0,0.0419350761339402,104.9,0.0462001113177154
24.23,0.0,0.0487315879978535,104.9,0.0468150222383673
25.85,0.0,0.0571823828081152,105.3,0.0492630775893032
21.63,0.0,0.0652345552216664,104.8,0.0240609638970637
30.21,0.0,0.0682042920771593,104.8,0.0083524126797256
23.37,0.0,0.0678654630399555,105.1,0.0070921211969235
27.63,0.0,0.0666098024903175,104.9,0.0035117827814002
35.32,0.0,0.0649953817836402,105.2,0.0015619579765831
53.95,0.0,0.0634008921967983,104.9,0.0003855852979665
56.84,0.0,0.0615273669322592,105.4,0.0003578361225232
62.37,0.0,0.0598930151057463,105.3,0.0003063907851646
60.6,0.0,0.0583782499982466,105.6,0.0003327745516749
56.89,0.0,0.0571026583287731,105.2,0.0003570927415302
59.5,0.0,0.0559067911386417,105.2,0.0003379080306684
61.14,0.0,0.0549301662667011,105.3,0.0003203418512963
65.18,0.0,0.0540133347542671,105.7,0.000282087719287
64.37,0.0,0.0532559522005172,105.6,0.0002823258412433
65.45,0.0,0.05221953396907,105.4,0.0002652439580256
70.57,0.0,0.0512628402169649,105.7,0.0002197710671908
66.78,0.0,0.0501267663863401,105.3,0.0007603751858071
64.97,0.0,0.0493095904730837,105.5,0.002664313617079
56.68,0.0,0.0484126900804851,105.8,0.005338401151089
34.45,0.0,0.04745599632838,105.7,0.0102613372122497
27.78,0.0,0.0466188892952881,105.7,0.0392984456189657
19.89,0.0,0.046539164815946,105.7,0.0475297612898902
19.85,0.0,0.0484326212003207,105.7,0.0571510786654125
20.03,0.0,0.0524985696467673,105.7,0.0523190944115634
16.71,0.0,0.0579995587213716,106.0,0.0464112334761693
19.38,0.0,0.0633410988372918,105.8,0.0347088364535813
22.3,0.0,0.0667493203291662,106.3,0.0074297355984434
29.16,0.0,0.0680448431184752,106.4,0.0037432230282257
38.36,0.0,0.0682042920771593,106.6,0.0011667056653827
46.99,0.0,0.0677658074407779,106.6,0.0004532849311125
54.37,0.0,0.0668091136886728,106.8,0.0003214884828395
60.23,0.0,0.0653541419406796,106.9,0.0002673376279373
67.09,0.0,0.0636799278744957,106.9,0.0002370814043576
69.12,0.0,0.0617665403702855,106.9,0.0002042759053831
71.69,0.0,0.0599328773454174,106.9,0.00018272511421
66.64,0.0,0.0582387321593979,107.4,0.0002149697053411
67.09,0.0,0.0563054135353522,107.0,0.0002067140462651
65.69,0.0,0.0548703729071945,107.2,0.0002097959376302
66.03,0.0,0.0533755389195303,107.2,0.0002172795043248
67.5,0.0,0.0518209115723595,107.4,0.0001520622391736
66.89,0.0,0.0509838045392676,107.0,0.0004040801704016
97.6,0.0,0.0515418758946622,107.2,0.0005105704482709
97.2,0.0,0.0496085572706165,107.1,0.0017629632489496
73.04,0.0,0.0482133788821299,107.3,0.006119980666395
93.7,0.0,0.050047041906998,107.1,0.0014838838425183
97.3,0.0,0.0533157455600238,106.9,0.0009763350535126
90.6,0.0,0.0545514749898262,106.9,0.0037992116076918
94.8,0.0,0.0561858268163391,107.0,0.0029855979318729
95.1,0.0,0.0572222450477862,107.0,0.0017178715998703
96.8,0.0,0.0639191013125219,107.0,0.0010562773153414
96.6,0.0,0.0718317558872245,107.1,0.0007607653990926
100.0,0.0,0.0798241349412692,107.2,0.0004765751017475
100.0,0.0,0.0846076037017947,107.4,0.0001393400259746
100.0,0.0,0.0854845729745577,107.8,0.0
100.0,0.0,0.0843086369042619,107.5,0.0
100.0,0.0,0.0825148361190648,107.8,0.0
100.0,0.0,0.0798839283007758,107.9,0.0
100.0,0.0,0.0772729516023223,107.8,0.0
100.0,0.0,0.0746221126641977,107.8,0.0
100.0,0.0,0.0724894828417968,107.9,0.0
100.0,0.0,0.0703369218995603,107.9,0.0
100.0,0.0,0.0681644298374883,108.1,0.0
100.0,0.0,0.0663108356927847,107.8,0.0
100.0,0.0,0.0645967593869297,107.8,2.15031332997906e-06
100.0,0.0,0.0629823386802524,108.0,0.0003242796628696
100.0,0.0,0.061328055733904,107.8,0.0006716807827283
100.0,0.0,0.060072395184266,108.4,0.0010267237753679
